,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_average,vote_count,collectionName,Thriller,TV Movie,Documentary,Mystery,Fantasy,Drama,Romance,Animation,History,Comedy,Adventure,War,Foreign,Crime,Family,Western,Science Fiction,Music,Action,Horror,homepagepresent,z_score_popularity,outliers,score,producer1,producer2,Totallanguages,profit
120,0.0,40000000.0,11066,tt0103859,en,boomerang,"marcus is a successful advertising executive who woos and beds women almost at will. after a company merger he finds that his new boss, the ravishing jacqueline, is treating him in exactly the same way. completely traumatised by this, his work goes badly downhill.",6.506983,1992-06-30,70100000,117.0,Released,5.4,139.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5965894468692556,False,750.6,paramount pictures,no producer,2,0.7525
123,0.0,7000000.0,2074,tt0116324,en,flirting with disaster,"adopted as a child, new father mel colpin (ben stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. accompanied by his wife, nancy (patricia arquette), and an inept yet gorgeous adoption agent, tina (tea leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck atf agents (josh brolin, richard jenkins).",5.579088,1996-03-22,14702438,92.0,Released,6.3,66.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.44215059754044017,False,415.8,miramax films,no producer,1,1.1003482857142857
130,0.0,50000000.0,11863,tt0113451,en,jade,"someone does a nasty hatchet job on a san fransisco big noise and the assistant d.a. takes charge of the investigation. through a web of blackmail and prostitution involving the governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",8.62,1995-10-13,9851610,95.0,Released,5.1,45.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4141317710967656,False,229.49999999999997,paramount pictures,no producer,1,-0.8029678
139,0.0,31000000.0,11000,tt0115685,en,the birdcage,a gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.49968,1996-03-08,185260553,117.0,Released,6.7,303.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.595373935505741,False,2030.1000000000001,united artists,no producer,2,4.976146870967742
142,0.0,19000000.0,9737,tt0112442,en,bad boys,"marcus burnett is a hen-pecked family man. mike lowry is a foot-loose and fancy free ladies' man. both are miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. to complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",8.62,1995-04-07,141407024,118.0,Released,6.5,1729.0,Bad Boys Collection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.055165117725981,False,11238.5,columbia pictures,don simpson/jerry bruckheimer films,1,6.442474947368421
145,0.0,4000000.0,22279,tt0112427,en,an awfully big adventure,"an awfully big adventure is a 1995 drama film about a theatre company in liverpool, set in 1947 and based on the 1989 novel of the same name by beryl bainbridge.",0.922958,1995-07-21,851545,113.0,Released,6.0,11.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.33281570740287464,False,66.0,fine line features,bbc,1,-0.78711375
147,0.0,52000000.0,568,tt0112384,en,apollo 13,"the true story of technical troubles that scuttle the apollo 13 lunar mission in 1971, risking the lives of astronaut jim lovell and his crew, with the failed journey turning into a thrilling saga of heroism. drifting more than 200,000 miles from earth, the astronauts work furiously with the ground crew to avert tragedy.",8.62,1995-06-30,355237933,140.0,Released,7.3,1637.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.636225836846978,False,11950.1,imagine entertainment,universal pictures,1,5.831498711538462
148,0.0,28000000.0,11780,tt0114287,en,rob roy,"in the highlands of scotland in the 1700s, rob roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. when the money is stolen, rob is forced into a robin hood lifestyle to defend his family and honour.",8.62,1995-04-13,31596911,139.0,Released,6.5,151.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.2101815138754726,False,981.5,united artists,talisman productions,1,0.12846110714285713
150,0.0,100000000.0,414,tt0112462,en,batman forever,"the dark knight of gotham city confronts a dastardly duo: two-face and the riddler. formerly district attorney harvey dent, two-face believes batman caused the courtroom accident which left him disfigured on one side. and edward nygma, computer-genius and former employee of millionaire bruce wayne, is out to get the philanthropist; as the riddler. former circus acrobat dick grayson, his family killed by two-face, becomes wayne's ward and batman's new partner robin.",8.62,1995-06-16,336529144,121.0,Released,5.2,1529.0,Batman Collection,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.73077339671234,False,7950.8,warner bros.,polygram filmed entertainment,1,2.36529144
153,0.0,2000000.0,5894,tt0112541,en,blue in the face,"auggie runs a small tobacco shop in brooklyn, new york. the whole neighborhood comes to visit him to buy cigarettes and have some small talk. during the movie lou reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and madonna acts as a singing telegram.",8.62,1995-09-15,1275000,83.0,Released,6.8,28.0,Brooklyn Cigar Store Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.432312012947607,False,190.4,miramax films,interal,1,-0.3625
154,0.0,11000000.0,1775,tt0109370,en,canadian bacon,canadian bacon is the only fictitious film from director michael moore. this comedy is about an american president who decides to go to war to bring the public’s opinion of him up during election time. canadian bacon is actor john candy’s last film.,5.391556,1995-06-08,178104,91.0,Released,5.9,57.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.41093777034304024,False,336.3,polygram filmed entertainment,no producer,1,-0.9838087272727273
155,0.0,50000000.0,8839,tt0112642,en,casper,"furious that her late father only willed her his gloomy-looking mansion rather than his millions, carrigan crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. but when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. determined to get her hands on this hidden fortune, she hires afterlife therapist dr. james harvey to exorcise the ghosts from the mansion. harvey and his daughter kat move in, and soon kat meets casper, the ghost of a young boy who's ""the friendliest ghost you know."" but not so friendly are casper's uncles--stretch, fatso and stinkie--who are determined to drive all ""fleshies"" away.",8.62,1995-05-26,287928194,100.0,Released,6.0,1045.0,Casper Collection,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6460862250805917,False,6270.0,universal pictures,amblin entertainment,1,4.75856388
156,0.0,25000000.0,20649,tt0112688,en,clockers,"strike is a young city drug pusher under the tutelage of drug-lord rodney little.when a night man at a fast-food restaurant is found with four bullets in his body, strike's older brother turns himself in as the killer. det. rocco klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward strike &amp; rodney.",4.558992,1995-09-15,13071518,128.0,Released,6.8,69.0,independent Movie,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.2723658132222499,False,469.2,universal pictures,40 acres & a mule filmworks,1,-0.47713928
157,0.0,50000000.0,10329,tt0112715,en,congo,"eight people embark on an expedition into the congo, a mysterious expanse of unexplored africa where human greed and the laws of nature have gone berserk. when the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,1995-06-09,152022101,109.0,Released,5.0,214.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.7220171373994894,False,1070.0,paramount pictures,"kennedy/marshall company, the",2,2.04044202
158,0.0,53000000.0,8963,tt0112740,en,crimson tide,"on a us nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",8.62,1995-05-12,157387195,116.0,Released,7.0,508.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9544990397621979,False,3556.0,hollywood pictures,don simpson/jerry bruckheimer films,1,1.9695697169811321
160,0.0,7000000.0,8068,tt0112851,en,desperado,a gunslinger is embroiled in a war with a local drug runner.,6.950458,1995-08-25,25405445,104.0,Released,6.8,898.0,Mexico Trilogy,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.670401428511679,False,6106.4,columbia pictures,los hooligans productions,1,2.6293492857142855
161,0.0,27000000.0,8512,tt0112857,en,devil in a blue dress,"in late 1940s los angeles, easy rawlins is an unemployed black world war ii veteran with few job prospects. at a bar, easy meets dewitt albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named daphne monet, who he suspects is hiding out in one of the city's black jazz clubs. strapped for money and facing house payments, easy takes the job, but soon finds himself in over his head.",4.646132,1995-09-15,16140822,102.0,Released,6.3,88.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.2868693953414691,False,554.4,tristar pictures,mundy lane entertainment,1,-0.40219177777777776
162,0.0,90000000.0,1572,tt0112864,en,die hard: with a vengeance,"new york detective john mcclane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian zeus carver to prevent the loss of innocent lives. mcclane thought he'd seen it all, until a genius named simon engages mcclane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",8.62,1995-05-19,366101666,128.0,Released,6.9,2094.0,Die Hard Collection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2.0332782739818276,False,14448.6,twentieth century fox film corporation,cinergi pictures entertainment,3,3.067796288888889
165,0.0,55000000.0,6520,tt0113071,en,first knight,"the timeless tale of king arthur and the legend of camelot are retold in this passionate period drama. arthur is reluctant to hand the crown to lancelot, and guinevere is torn between her loyalty to her husband and her growing love for his rival. but lancelot must balance his loyalty to the throne with the rewards of true love.",8.62,1995-07-07,127600435,134.0,Released,5.9,319.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.039849824737085,False,1882.1000000000001,columbia pictures corporation,first knight productions,2,1.3200079090909091
167,0.0,20000000.0,10428,tt0113243,en,hackers,"along with his new friends, a teenager who was arrested by the us secret service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the secret service and the evil computer genius behind the virus.",8.62,1995-09-14,7563728,107.0,Released,6.2,406.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9786300281854543,False,2517.2000000000003,united artists,suftley,4,-0.6218136
169,0.0,25000000.0,9886,tt0113481,en,johnny mnemonic,"a data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the yakuza.  in a dystopian 2021, johnny (keanu reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. on one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. on a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",8.62,1995-05-26,19075720,97.0,Released,5.5,380.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.4635562973061331,False,2090.0,tristar pictures,alliance communications corporation,2,-0.2369712
170,0.0,90000000.0,9482,tt0113492,en,judge dredd,"in a dystopian future, dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",8.184815,1995-06-30,113493481,96.0,Released,5.4,643.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8758478149465326,False,3472.2000000000003,hollywood pictures,cinergi pictures entertainment,1,0.2610386777777778
172,0.0,1500000.0,9344,tt0113540,en,kids,"a controversial portrayal of teens in new york city which exposes a deeply disturbing world of sex and substance abuse. the film focuses on a sexually reckless, freckle-faced boy named telly, whose goal is to have sex with as many different girls as he can. when jenny, a girl who has had sex only once, tests positive for hiv, she knows she contracted the disease from telly. when jenny discovers that telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, jenny makes it her business to try to stop him.",4.877872,1995-07-28,7412216,91.0,Released,6.8,280.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3254402023222802,False,1904.0,miramax films,no producer,1,3.9414773333333333
173,0.0,500000.0,9071,tt0113677,en,living in oblivion,film about filmmaking. it takes place during one day on set of non-budget movie. ultimate tribute to all independent filmmakers.,8.62,1995-01-20,1148752,89.0,Released,7.2,64.0,independent Movie,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.1876754962697709,False,460.8,jdi productions,lemon sky productions,1,1.297504
177,0.0,6000000.0,2293,tt0113749,en,mallrats,"both dumped by their girlfriends, two best friends seek refuge in the local mall.",8.25547,1995-10-20,2122561,94.0,Released,6.8,400.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.8876076335675269,False,2720.0,universal pictures,gramercy pictures,1,-0.6462398333333333
178,0.0,15000000.0,9070,tt0113820,en,mighty morphin power rangers: the movie,"power up with six incredible teens who out-maneuver and defeat evil everywhere as the mighty morphin power ranger, but this time the power rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen.",7.024227,1995-06-30,66000000,92.0,Released,5.2,153.0,Power Rangers Collection,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6826795413112277,False,795.6,twentieth century fox film corporation,saban entertainment,1,3.4
180,0.0,2.0,48787,tt0110604,en,mute witness,"billy is mute, but it hasn't kept her from becoming a successful makeup artist. while in russia, working on a film directed by her sister's boyfriend, andy, billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. billy escapes and, with the help of her sister, kate, alerts authorities about what she saw. unfortunately, in doing so, she makes an enemy of the russian mafia, who funded the snuff film.",2.466066,1995-09-28,1,95.0,Released,6.4,36.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.0759808026883437,False,230.4,comet film produktion gmbh,avrora media,2,-0.5
